"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Ioprey Guards U","8950z","Ioprey Scale+",4,"Rainbow Insect",2,"Carbalite Ore",5,"Rubbery Hide+",2,26,4,0,0,3,2,"Male/ Female","Gunner",7,5,7,"OO-","Poison",2,"ThunderRes",-3,"Recovery",2,,,,
"Kut-Ku Vambraces U","8950z","Blue Kut-Ku Scl+",3,"Blue Kut-Ku Cpc",2,"Bulldrome Hide+",2,"Stout Bone",3,50,2,0,-1,-2,-2,"Male/ Female","Blade",7,4,8,"OO-","Health",-2,"Expert",3,"ElementAtk",2,,,,
"Kut-Ku Guards U","8950z","Blue Kut-Ku Scl+",3,"Blue Kut-Ku Cpc",2,"Bulldrome Hide+",2,"Stout Bone",3,26,5,3,0,1,-1,"Male/ Female","Gunner",7,4,8,"OO-","Health",-2,"Expert",3,"ElementAtk",2,,,,
"Cephalos Vambraces U","9000z","Coral Cphlos Scl",3,"Coral Cphlos Fin",2,"Machalite Ore",15,"Monster Bone+",2,52,-3,-4,0,2,2,"Male/ Female","Blade",7,4,7,"OO-","Hunger",4,"Heat Res",2,"Cold Res",-1,,,,
"Cephalos Guards U","9000z","Coral Cphlos Scl",3,"Coral Cphlos Fin",2,"Machalite Ore",15,"Monster Bone+",2,26,-1,-2,1,5,3,"Male/ Female","Gunner",7,4,7,"OO-","Hunger",4,"Heat Res",2,"Cold Res",-1,,,,
"Conga Vambraces U","9000z","Congalala Pelt+",2,"Sharp Claw",6,"Conga Pelt+",4,"Rainbow Insect",2,52,-3,2,0,2,-1,"Male/ Female","Blade",7,4,7,"OO-","BombStrUp",2,"Hunger",-2,"Potential",3,,,,
"Conga Guards U","9000z","Congalala Pelt+",2,"Sharp Claw",6,"Conga Pelt+",4,"Rainbow Insect",2,26,-1,4,1,4,0,"Male/ Female","Gunner",7,4,7,"OO-","PelletS Up",3,"BombStrUp",2,"Hunger",-2,,,,
"Gypceros Vambraces U","9000z","Pur GypcerosWng",3,"Monster Broth",2,"Antiseptic Stone",8,"Genprey Scale+",2,52,-4,4,0,1,1,"Male/ Female","Blade",7,5,7,"OO-","Faint",4,"WindPress",2,"Fate",-1,,,,
"Gypceros Guards U","9000z","Pur GypcerosWng",3,"Monster Broth",2,"Antiseptic Stone",8,"Genprey Scale+",2,26,-1,6,0,4,3,"Male/ Female","Gunner",7,5,7,"OO-","Faint",4,"WindPress",2,"Fate",-1,,,,
"Khezu Vambraces U","9100z","Alluring Webbing",3,"Pale Khezu Steak",1,"Union Ore",4,"Lifepowder",3,54,3,4,0,-3,0,"Male/ Female","Blade",7,5,7,"OO-","Rec Speed",-1,"Wide Area",4,"Recovery",2,,,,
"Khezu Guards U","9100z","Alluring Webbing",3,"Pale Khezu Steak",1,"Union Ore",4,"Lifepowder",3,26,5,6,0,-1,1,"Male/ Female","Gunner",7,5,7,"OO-","Rec Speed",-1,"Wide Area",4,"Recovery",2,,,,
"Hermitaur Braces U","9100z","Hermitaur Carpce",3,"Rainbow Insect",2,"King Scarab",4,"Rathian Scale",4,54,-3,-4,1,3,0,"Male/ Female","Blade",7,4,7,"OO-","Guard Up",2,"Defence",3,"ThunderRes",-2,,,,
"Hermitaur Guards U","9100z","Hermitaur Carpce",3,"Rainbow Insect",2,"King Scarab",4,"Rathian Scale",4,26,-1,-2,2,5,1,"Male/ Female","Gunner",7,4,7,"OO-","Guard Up",2,"Defence",3,"ThunderRes",-2,,,,
"Basarios Vambraces U","9100z","Basarios Carpace",3,"Carbalite Ore",5,"Toxin Sac",3,"Machalite Ore",20,54,0,2,-2,2,1,"Male/ Female","Blade",7,5,7,"OO-","Faint",-2,"Guard",2,"Terrain",3,,,,
"Basarios Guards U","9100z","Basarios Carpace",3,"Carbalite Ore",5,"Toxin Sac",3,"Machalite Ore",20,26,2,4,0,4,2,"Male/ Female","Gunner",7,5,7,"OO-","Faint",-2,"PierceSAdd",3,"Terrain",2,,,,
"Plesioth Vambraces U","9500z","Grn Plsioth Scl+",2,"Grn Plsioth Fin+",3,"Monster Broth",2,"Carbalite Ore",3,56,-4,-4,0,4,2,"Male/ Female","Blade",7,5,8,"OO-","Poison",-2,"Hunger",3,"Everlastng",2,,,,
"Plesioth Guards U","9500z","Grn Plsioth Scl+",2,"Grn Plsioth Fin+",3,"Monster Broth",2,"Carbalite Ore",3,28,-2,-2,1,6,3,"Male/ Female","Gunner",7,5,8,"OO-","Poison",-2,"Hunger",3,"Everlastng",2,,,,
"Blango Vambraces U","9900z","Blangonga Pelt+",2,"Blangonga Pelt",4,"Remobra Skin+",2,"Stout Bone",2,58,-4,0,1,2,3,"Male/ Female","Blade",7,5,8,"OO-","Spc Attack",2,"HearProtct",2,"Terrain",-3,,,,
"Blango Guards U","9900z","Blangonga Pelt+",2,"Blangonga Pelt",4,"Remobra Skin+",2,"Stout Bone",2,28,-3,1,2,4,5,"Male/ Female","Gunner",7,5,8,"OO-","Spc Attack",2,"HearProtct",2,"Terrain",-3,,,,
"Ceanataur Braces U","10050z","Ceanataur Carpce",2,"Ceanataur Pincer",2,"Hrd Monster Bone",1,"DaoraDragonScale",1,59,1,-1,0,2,-1,"Male/ Female","Blade",7,5,8,"OOO","Health",-1,"Sharpness",2,"Expert",2,,,,
"Ceanataur Guards U","10050z","Ceanataur Carpce",2,"Ceanataur Pincer",2,"Hrd Monster Bone",1,"DaoraDragonScale",1,28,2,0,2,4,0,"Male/ Female","Gunner",7,5,8,"OOO","Health",-1,"Expert",2,"Load",2,,,,
"Diablo Vambraces U","10750z","Black Blos Cpc",3,"Majestic Horn",1,"Blos Fang",4,"Gendrome Tail",3,62,3,1,0,-1,-2,"Male/ Female","Blade",7,6,9,"OO-","Sharpness",2,"Defence",-3,"WindPress",3,,,,
"Diablo Guards U","10750z","Black Blos Cpc",3,"Majestic Horn",1,"Blos Fang",4,"Gendrome Tail",3,28,5,4,0,2,-1,"Male/ Female","Gunner",7,6,9,"OO-","Load",2,"WindPress",3,"Fate",-2,,,,
"Gravios Vambraces U","10750z","Blk Gravios Cpc",2,"Blk Gravios Shl",6,"Hrd Monster Bone",3,"Inferno Sac",3,62,2,2,0,-2,1,"Male/ Female","Blade",7,6,9,"OO-","Guard Up",2,"Hunger",-2,"Defence",3,,,,
"Gravios Guards U","10750z","Blk Gravios Cpc",2,"Blk Gravios Shl",6,"Hrd Monster Bone",3,"Inferno Sac",3,28,4,3,0,1,2,"Male/ Female","Gunner",7,6,9,"OO-","Guard Up",3,"Hunger",-2,"Defence",1,,,,
"BlackBeltVambraces S","5250z","Rare Scarab",4,"Expert Ticket",8,"Tigrex Coin",13,"Shogun Coin",12,30,3,3,3,3,3,"Male/ Female","Blade/ Gunner",8,4,7,"---","Torso Inc",,,,,,,,,
"Shinobi Kote(Heaven)","16000z","Fatalis Webbing",1,"Commendation",1,"Pokke Ticket",1,"Rathian Scale+",5,30,2,4,2,-6,-3,"Male/ Female","Blade/ Gunner",8,"6!",10,"OOO","ElementAtk",2,"Cold Res",-1,"Evade",2,,,,
"Shinobi Kote (Earth)","16000z","Fatalis Webbing",1,"Commendation",1,"Pokke Ticket",1,"Rathian Scale+",5,30,2,4,2,-6,-3,"Male/ Female","Blade/ Gunner",8,"6!",10,"OO-","Sneak",2,"Hunger",4,"Heat Res",-1,,,,
"RedGuildGuard Gloves","16000z","Firecell Stone",1,"FlynMealPassPlus",1,"Commendation",1,"Lao-ShanCarapace",2,30,0,0,0,0,0,"Male","Blade/ Gunner",8,5,8,"O--","Protection",-2,"Backpackng",2,"Whim",3,"Fate",2,,
"RedGuildGuardSleeves","16000z","Firecell Stone",1,"FlynMealPassPlus",1,"Commendation",1,"Blk Blos Thracic",3,30,0,0,0,0,0,"Male","Blade/ Gunner",8,6,9,"O--","PelletS Up",2,"PelletSAdd",3,"Protection",-2,"Backpackng",2,,
"BlueGuildGuardGloves","16000z","Nova Crystal",1,"Pokke Ticket",2,"Commendation",1,"Azr Rathlos Scl+",5,30,0,0,0,0,0,"Male","Blade/ Gunner",8,6,9,"O--","Protection",2,"Fate",-3,"Carving",4,,,,
"BluGuildGuardSleeves","16000z","Nova Crystal",1,"Pokke Ticket",2,"Commendation",1,"Azre Rathlos Cpc",4,30,0,0,0,0,0,"Male","Blade/ Gunner",8,6,9,"O--","NormalS Up",2,"Fate",-3,"Carving",4,,,,
"RedGuildGuard Gloves","16000z","Firecell Stone",1,"FlynMealPassPlus",1,"Commendation",1,"Lao-ShanCarapace",2,30,0,0,0,0,0,"Female","Blade/ Gunner",8,5,8,"O--","Protection",-2,"Backpackng",2,"Whim",3,"Fate",2,,
"RedGuildGuardSleeves","16000z","Firecell Stone",1,"FlynMealPassPlus",1,"Commendation",1,"Blk Blos Thracic",3,30,0,0,0,0,0,"Female","Blade/ Gunner",8,6,9,"O--","PelletS Up",2,"PelletSAdd",3,"Protection",-2,"Backpackng",2,,
"BlueGuildGuardGloves","16000z","Nova Crystal",1,"Pokke Ticket",2,"Commendation",1,"Azr Rathlos Scl+",5,30,0,0,0,0,0,"Female","Blade/ Gunner",8,6,9,"O--","Protection",2,"Fate",-3,"Carving",4,,,,
"BluGuildGuardSleeves","16000z","Nova Crystal",1,"Pokke Ticket",2,"Commendation",1,"Azre Rathlos Cpc",4,30,0,0,0,0,0,"Female","Blade/ Gunner",8,6,9,"O--","NormalS Up",2,"Fate",-3,"Carving",4,,,,
"Devil Blos Vambraces","5800z","One-HornedTicket",1,"Diablos Carapace",3,"Majestic Horn",1,"Monster Bone+",4,40,3,1,0,-1,-2,"Male/ Female","Blade",8,6,9,"OO-","PsychicVis",1,"Stamina",2,"Technique",-2,"Fast Chrge",2,,
"Devil Blos Guards","5800z","One-HornedTicket",1,"Diablos Carapace",3,"Majestic Horn",1,"Monster Bone+",4,20,5,4,0,2,-1,"Male/ Female","Gunner",8,6,9,"O--","PsychicVis",4,"Stamina",1,"Technique",-2,"Fast Chrge",2,,
"Jolly Roger Gloves","13500z","Pirate J Ticket",1,"Teostra Carapace",2,"Small Goldenfish",2,"Remobra Skin+",2,48,0,0,0,0,0,"Male/ Female","Blade",8,"6!",10,"---","BombStrUp",3,"Protection",-2,"Fate",2,"Carving",4,,
"Jolly Roger Cuffs","13500z","Pirate J Ticket",1,"Teostra Carapace",2,"Small Goldenfish",2,"Remobra Skin+",2,24,0,0,0,0,0,"Male/ Female","Gunner",8,"6!",10,"---","Protection",-3,"Fate",4,"Carving",4,,,,
"Golden Kote","15500z","Rajang Horn",1,"Gld Rathian Scl+",1,"Rajang Tail",2,,,55,3,2,3,2,-2,"Male/ Female","Blade",8,6,9,"O--","Sneak",-2,"Artisan",2,"Potential",3,"Horn",2,,
"PuppetMaster Gloves","15500z","Rajang Horn",1,"Rajang Tail",2,"DaoraDragonScale",2,"Remobra Skin+",2,28,4,3,4,3,-1,"Male/ Female","Gunner",8,6,7,"O--","Sneak",2,"Potential",3,"Precision",-1,"Gunnery",3,,
"Obituary Mano S","9100z","Rare Scarab",1,"Great Hornfly",2,"Thunder Sac",2,"Paralysis Sac",3,56,3,3,2,-5,-4,"Male","Blade",8,4,7,"OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Obituary Brasso S","9100z","Rare Scarab",1,"Great Hornfly",2,"Thunder Sac",2,"Paralysis Sac",3,28,4,5,2,-4,-3,"Male","Gunner",8,4,7,"OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Butterfly Mano S","9100z","Rare Scarab",1,"Great Hornfly",2,"Thunder Sac",2,"Paralysis Sac",3,56,3,3,2,-5,-4,"Female","Blade",8,4,7,"OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Butterfly Brasso S","9100z","Rare Scarab",1,"Great Hornfly",2,"Thunder Sac",2,"Paralysis Sac",3,28,4,5,2,-4,-3,"Female","Gunner",8,4,7,"OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Death Stench Grip S","10750z","Sinister Cloth",2,"Tigrex Fang+",3,"Striped Skin",2,"Elder Drgn Bone",2,64,2,1,0,1,-1,"Male/ Female","Blade",8,6,9,"OO-","Health",-3,"Fencing",2,"Spc Attack",2,,,,
"Death Stench Grasp S","10750z","Sinister Cloth",2,"Tigrex Fang+",3,"Striped Skin",2,"Elder Drgn Bone",2,30,3,2,1,2,0,"Male/ Female","Gunner",8,6,9,"OO-","Health",-3,"Spc Attack",2,"Speed Fire",2,,,,
"SupremeMizuhaSleeves","14000z","Chameleos Spike",2,"Chameleos Hide+",3,"Elder Drgn Bone",4,"ElderDragonBlood",2,64,-4,0,-1,3,4,"Male/ Female","Blade",8,6,9,"O--","HearProtct",2,"WindPress",5,"Terrain",-2,,,,
"SprmExtrvgantSleeves","14000z","Chameleos Spike",2,"Chameleos Hide+",3,"Elder Drgn Bone",4,"ElderDragonBlood",2,30,-3,1,0,4,5,"Male/ Female","Gunner",8,6,9,"O--","HearProtct",2,"WindPress",5,"Terrain",-2,,,,
"Kushala Grip S","16000z","Daora Carapace",3,"Daora Sharp Claw",1,"DaoraDragonScal+",3,"Elder Drgn Bone",5,66,0,-2,-3,2,4,"Male/ Female","Blade",8,6,8,"O--","Poison",-3,"Terrain",4,"Fast Chrge",2,,,,
"Kushala Embrace S","16000z","Daora Carapace",3,"Daora Sharp Claw",1,"DaoraDragonScal+",3,"Elder Drgn Bone",5,32,2,-2,-2,3,5,"Male/ Female","Gunner",8,6,8,"O--","Poison",-3,"Terrain",4,"Fast Chrge",2,,,,
"Kirin Longarms S","16000z","Kirin Hide+",1,"Kirin Hide",3,"Rubbery Hide+",2,"Thunderbug Juice",3,66,0,4,-1,2,0,"Male/ Female","Blade",8,5,9,"O--","ElementAtk",2,"All Resist",5,"Everlastng",-2,,,,
"Kirin Gloves S","16000z","Kirin Hide+",1,"Kirin Hide",3,"Rubbery Hide+",2,"Thunderbug Juice",3,32,1,6,0,4,1,"Male/ Female","Gunner",8,5,9,"O--","ElementAtk",2,"All Resist",5,"Everlastng",-2,,,,
"Auroros GauntletHaku","16000z","Lao-Shan Scale+",5,"ElderDragonBlood",4,"FireWyvrn BrnStm",1,"Commendation",3,66,-2,0,-4,2,2,"Male","Blade",8,6,8,"OO-","Faint",-1,"Rec Speed",2,"Guard",2,"Guard Up",2,,
"Genesis GauntletHaku","16000z","Lao-Shan Scale+",5,"ElderDragonBlood",4,"FireWyvrn BrnStm",1,"Commendation",3,32,1,2,-2,3,3,"Male","Gunner",8,6,8,"OO-","Faint",-1,"Rec Speed",2,"Load",4,,,,
"BorealisGauntletHaku","16000z","Lao-Shan Scale+",5,"ElderDragonBlood",4,"FireWyvrn BrnStm",1,"Commendation",3,66,-2,0,-4,2,2,"Female","Blade",8,6,8,"OO-","Faint",-1,"Rec Speed",2,"Guard",2,"Guard Up",2,,
"Glyph Gauntlets Haku","16000z","Lao-Shan Scale+",5,"ElderDragonBlood",4,"FireWyvrn BrnStm",1,"Commendation",3,32,1,2,-2,3,3,"Female","Gunner",8,6,8,"OO-","Faint",-1,"Rec Speed",2,"Load",4,,,,
"UltimateIndraGloves","21000z","Gaoren Carapace",2,"Gaoren Pincer",1,"DaoraDragonScal+",2,"Rare Scarab",3,70,-2,2,-2,3,2,"Male/ Female","Blade",8,6,9,"O--","Guard",5,"Cooking",-2,"Quake Res",2,,,,
"SuprmSteadfastGuards","21000z","Gaoren Carapace",2,"Gaoren Pincer",1,"DaoraDragonScal+",2,"Rare Scarab",3,34,0,3,-1,5,3,"Male/ Female","Gunner",8,6,9,"OO-","Recoil",2,"Fate",1,"Cooking",-2,"Quake Res",2,,
"Kaiser Vambraces S","21000z","Teostra Carapace",4,"Fire Dragon Claw",3,"Firecell Stone",2,"ElderDragonBlood",3,70,5,0,-2,-1,0,"Male/ Female","Blade",8,6,9,"OO-","Expert",3,"Cold Res",-2,"Fatigue",2,,,,
"Kaiser Guards S","21000z","Teostra Carapace",4,"Fire Dragon Claw",3,"Firecell Stone",2,"ElderDragonBlood",3,34,6,2,-1,1,0,"Male/ Female","Gunner",8,6,9,"O--","Expert",5,"Cold Res",-2,"Fatigue",2,,,,
"Dragonclaw S","22222z","Fatalis Horn",2,"Fatalis Shell",1,"Fatalis Webbing",3,"Rathian Ruby",1,70,0,2,-5,2,2,"Male/ Female","Blade",8,"6!",10,"O--","Sharpness",1,"Fencing",3,"Expert",-2,"Protection",-3,,
"Dragonfist S","22222z","Fatalis Horn",2,"Fatalis Shell",1,"Fatalis Webbing",3,"Rathian Ruby",1,34,2,4,-2,4,3,"Male/ Female","Gunner",8,"6!",10,"O--","Expert",-2,"NormalS Up",3,"Protection",-3,"Speed Fire",1,,
"Dark Akantor Claw","21000z","Akantor Fang",2,"Akantor Shell",2,"Akantor Scale",3,"Firecell Stone",5,70,2,-1,-4,3,4,"Male/ Female","Blade",8,6,9,"O--","Artisan",2,"Expert",4,"HearProtct",1,"Fast Chrge",-2,,
"DarkAkantor Gauntlet","21000z","Akantor Fang",2,"Akantor Shell",2,"Akantor Scale",3,"Firecell Stone",5,34,3,0,-2,4,5,"Male/ Female","Gunner",8,6,9,"O--","Expert",4,"HearProtct",1,"Loading",2,"Fast Chrge",-2,,
"Shinobi Kote (Sky)","16000z","Fatalis Webbing",1,"Commendation",1,"Rainbow Ore",3,"Rathian Carapace",3,28,2,4,2,-6,-3,"Male/ Female","Blade/ Gunner",8,"6!",10,"OOO","Spc Attack",2,"Cold Res",-1,"Evade",2,,,,
"Shinobi Kote (Sea)","16000z","Fatalis Webbing",1,"Commendation",1,"Rainbow Ore",3,"Rathian Carapace",3,28,2,4,2,-6,-3,"Male/ Female","Blade/ Gunner",8,"6!",10,"OO-","Sneak",-2,"Hunger",2,"Wide Area",3,,,,
"Guardian Vambraces U","16000z","Union Ore",3,"Springnight Carp",4,"Expert Ticket",2,"Kirin Coin",3,28,0,0,0,0,0,"Male","Blade/ Gunner",8,4,7,"OO-","Protection",2,"Stamina",-1,"Gunnery",4,,,,
"Guardian Guards U","16000z","Union Ore",3,"Springnight Carp",4,"Expert Ticket",2,"Gravios Coin",3,28,0,0,0,0,0,"Male","Blade/ Gunner",8,4,7,"OO-","Sneak",-1,"Protection",2,"Wide Area",4,,,,
"Helper Sleeves U","16000z","Union Ore",3,"Springnight Carp",4,"Expert Ticket",2,"Kirin Coin",3,28,0,0,0,0,0,"Female","Blade/ Gunner",8,4,7,"OO-","Protection",2,"Stamina",-1,"Gunnery",4,,,,
"Healer Sleeves U","16000z","Union Ore",3,"Springnight Carp",4,"Expert Ticket",2,"Gravios Coin",3,28,0,0,0,0,0,"Female","Blade/ Gunner",8,4,7,"OO-","Sneak",-1,"Protection",2,"Wide Area",4,,,,
"Melahoa Branch U","7800z","King Scarab",3,"Dosbiscus",4,"FlynMealPassPlus",1,"Mega Armorskin",5,48,0,1,0,1,0,"Male/ Female","Blade",8,4,7,"OO-","Health",-1,"Gathering",3,"HiSpdGathr",2,"Recovery",1,,
"Melahoa Petal U","7800z","King Scarab",3,"Dosbiscus",4,"FlynMealPassPlus",1,"Mega Armorskin",5,24,0,1,0,2,0,"Male/ Female","Gunner",8,4,7,"OO-","Health",-1,"Gathering",3,"HiSpdGathr",2,"Recovery",1,,
"Makluva Sleeves U","9000z","Cephalos Scale+",8,"Springnight Carp",4,"Speartuna",1,"Book of Combos 1",1,52,0,-2,0,2,0,"Male/ Female","Blade",8,4,7,"OO-","MixSucRate",5,"Alchemy",2,,,,,,
"Makluva Sucker U","9000z","Cephalos Scale+",8,"Springnight Carp",4,"Speartuna",1,"Book of Combos 1",1,26,0,-1,0,3,0,"Male/ Female","Gunner",8,4,7,"OO-","MixSucRate",5,"Alchemy",2,,,,,,
"Monodevil Braces U","9900z","WhtMnoblosThrcic",2,"Wht Monoblos Cpc",5,"Wht Monoblos Hrn",2,"Hrd Monster Bone",3,58,2,-2,-1,-1,-1,"Male/ Female","Blade",8,10,"8!","O--","Artisan",2,"Expert",1,"Protection",-2,"Potential",4,,
"Monodevil Guards U","9900z","WhtMnoblosThrcic",2,"Wht Monoblos Cpc",5,"Wht Monoblos Hrn",2,"Hrd Monster Bone",3,28,4,0,0,2,0,"Male/ Female","Gunner",8,10,"8!","O--","Expert",1,"Protection",-2,"Potential",4,"Loading",2,,
"Rthan Heart Braces U","13950z","Pnk Rathian Cpc",2,"PnkRathian Scl+",4,"Hrd Monster Bone",3,"Rathian Plate",1,60,2,-2,-4,0,0,"Male/ Female","Blade",8,6,9,"OO-","Antiseptic",1,"Sneak",-1,"Whim",3,"Recovery",2,,
"Rthan Heart Guards U","13950z","Pnk Rathian Cpc",2,"PnkRathian Scl+",4,"Hrd Monster Bone",3,"Rathian Plate",1,28,4,0,-2,2,2,"Male/ Female","Gunner",8,6,9,"OO-","Antiseptic",1,"Sneak",-1,"Whim",3,"Recovery",2,,
"Rthlos Soul Braces U","14500z","Azre Rathlos Cpc",2,"Azr Rathlos Scl+",3,"Hrd Monster Bone",3,"Carbalite Ore",3,62,2,2,-4,-1,0,"Male/ Female","Blade",8,6,9,"OO-","Health",-2,"Expert",2,"HearProtct",3,,,,
"Rthlos Soul Guards U","14500z","Azre Rathlos Cpc",2,"Azr Rathlos Tail",3,"Hrd Monster Bone",3,"Carbalite Ore",3,28,4,5,-2,2,1,"Male/ Female","Gunner",8,6,9,"OO-","Health",-2,"Expert",2,"HearProtct",3,,,,
"Golden Moon Braces","15100z","Gld Rathian Cpc",3,"Gld Rathian Scl+",3,"Rathian Spike+",1,"Rathian Ruby",1,62,2,-2,1,0,0,"Male/ Female","Blade",8,6,9,"OO-","Health",3,"Whim",-1,"Fate",3,,,,
"Golden Moon Guards","15100z","Gld Rathian Cpc",3,"Gld Rathian Scl+",3,"Rathian Spike+",1,"Rathian Ruby",1,31,4,0,2,2,1,"Male/ Female","Gunner",8,6,9,"OO-","Health",3,"Whim",-1,"Fate",3,,,,
"Silver Sol Braces","16000z","Slvr Rathlos Cpc",2,"Slvr Ratlos Scl+",3,"Rathalos Ruby",1,"Wyvern Stone",2,64,2,-1,1,-1,0,"Male/ Female","Blade",8,6,9,"OO-","Fencing",2,"Attack",3,"Defence",-2,,,,
"Silver Sol Guards","16000z","Slvr Rathlos Cpc",2,"Slvr Ratlos Tail",3,"Rathalos Ruby",1,"Wyvern Stone",2,32,4,1,2,2,1,"Male/ Female","Gunner",8,6,9,"OO-","PierceS Up",2,"ElementAtk",1,"Attack",2,"Defence",-2,,
"Auroros Gauntlet Ten","32500z","Azure LaoS Shell",5,"ElderDragonBlood",4,"Rathian Spike+",2,"Commendation",3,64,-2,0,-4,2,2,"Male","Blade",8,5,9,"OO-","Faint",-2,"Rec Speed",3,"Fencing",2,,,,
"Genesis Gauntlet Ten","32500z","Azure LaoS Shell",5,"ElderDragonBlood",4,"Rathian Spike+",2,"Commendation",3,30,1,2,-2,3,3,"Male","Gunner",8,5,9,"OO-","Faint",-2,"Rec Speed",3,"PierceS Up",2,,,,
"Borealis GauntletTen","32500z","Azure LaoS Shell",5,"ElderDragonBlood",4,"Rathian Spike+",2,"Commendation",3,64,-2,0,-4,2,2,"Female","Blade",8,5,9,"OO-","Faint",-2,"Rec Speed",3,"Fencing",2,,,,
"Glyph Gauntlets Ten","32500z","Azure LaoS Shell",5,"ElderDragonBlood",4,"Rathian Spike+",2,"Commendation",3,30,1,2,-2,3,3,"Female","Gunner",8,5,9,"OO-","Faint",-2,"Rec Speed",3,"PierceS Up",2,,,,
"Fatalis Claw","33333z","Fatalis CrmsnHrn",2,"Fatalis CrmsnShl",1,"Fatalis CrmsnWng",3,"Rathian Ruby",1,68,0,2,-5,2,2,"Male/ Female","Blade",8,"6!",10,"O--","Artisan",2,"Defence",-2,"Protection",-3,"Stamina",2,,
"Fatalis Fist","33333z","Fatalis CrmsnHrn",2,"Fatalis CrmsnShl",1,"Fatalis CrmsnWng",3,"Rathian Ruby",1,32,2,4,-2,4,3,"Male/ Female","Gunner",8,"6!",10,"O--","Defence",-2,"Protection",-3,"Stamina",2,"Loading",2,,
"White Fatalis Claw","44444z","White Ftalis Hrn",2,"Wht Fatalis Cpc",1,"Wht Fatalis Wbng",3,"Chameleos Jewel",1,71,0,2,-5,2,2,"Male/ Female","Blade",8,"6!",10,"O--","Sharpness",-2,"Artisan",2,"Fencing",2,"Protection",-3,,
"White Fatalis Fist","44444z","White Ftalis Hrn",2,"Wht Fatalis Cpc",1,"Wht Fatalis Wbng",3,"Chameleos Jewel",1,35,2,4,-2,4,3,"Male/ Female","Gunner",8,"6!",10,"O--","Protection",-3,"Stamina",-2,"Loading",2,"Fast Chrge",2,,
"Kut-Ku Vambraces X","12800z","Kut-Ku Thck Scl",3,"Kut-Ku Hvy Cpc",2,"Kut-Ku Hrd Wbbng",2,"Stout Bone",2,78,2,0,-1,-2,-2,"Male/ Female","Blade",9,7,10,"OO-","Rec Speed",1,"Attack",2,"Defence",-2,"PsychicVis",4,,
"Kut-Ku Guards X","12800z","Kut-Ku Thck Scl",3,"Kut-Ku Hvy Cpc",2,"Kut-Ku Hrd Wbbng",2,"Stout Bone",2,38,5,3,0,1,-1,"Male/ Female","Gunner",9,7,10,"OO-","Rec Speed",1,"Attack",2,"Defence",-2,"PsychicVis",4,,
"Conga Vambraces X","13300z","Congalala Pelt G",2,"Razor Claw",6,"Conga Pelt+",4,"Rare Scarab",2,80,-3,2,0,2,-1,"Male/ Female","Blade",9,7,10,"OO-","Antiseptic",4,"Spc Attack",3,"Hunger",-2,,,,
"Conga Guards X","13300z","Congalala Pelt G",2,"Razor Claw",6,"Conga Pelt+",4,"Rare Scarab",2,40,-1,4,1,4,0,"Male/ Female","Gunner",9,7,10,"OO-","PierceS Up",4,"Hunger",-2,"Gluttony",3,,,,
"Gypceros Vambraces X","13300z","Rubbery Hide G",4,"Monster Broth+",2,"Pure Crystal",1,"Gendrome Tail",4,80,-4,4,0,1,1,"Male/ Female","Blade",9,7,10,"OO-","Poison",2,"Recovery",-3,"Carving",4,,,,
"Gypceros Guards X","13300z","Rubbery Hide G",4,"Monster Broth+",2,"Pure Crystal",1,"Gendrome Tail",4,40,-1,6,0,4,3,"Male/ Female","Gunner",9,7,10,"OO-","Recovery",-3,"Carving",4,"PoisnCtAdd",2,,,,
"Khezu Vambraces X","13800z","Khezu Hide-Gloss",2,"Etherlite Ore",4,"Thunderbug Juice",4,"Hrd Monster Bone",4,82,-3,4,0,3,1,"Male/ Female","Blade",9,7,10,"OO-","Paralysis",3,"Faint",-2,"Rec Speed",4,,,,
"Khezu Guards X","13800z","Khezu Hide-Gloss",2,"Etherlite Ore",4,"Thunderbug Juice",4,"Hrd Monster Bone",4,40,-1,6,0,5,2,"Male/ Female","Gunner",9,7,10,"OO-","Paralysis",3,"Faint",-2,"Recovery",4,,,,
"Hermitaur Braces X","13800z","HermitaurClaw G",2,"Hermitaur HvyCpc",3,"Razor Claw",3,"Union Ore",4,82,-3,-4,1,3,0,"Male/ Female","Blade",9,7,10,"OO-","Guard Up",3,"BombStrUp",2,"Defence",2,"All Resist",-2,,
"Hermitaur Guards X","13800z","HermitaurClaw G",2,"Hermitaur HvyCpc",3,"Razor Claw",3,"Union Ore",4,40,-1,-2,2,5,1,"Male/ Female","Gunner",9,7,10,"OO-","Guard Up",3,"CragS Add",2,"Defence",2,"All Resist",-2,,
