"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Conga Coat U","9000z","Congalala Pelt+",3,"Congalala Fang",3,"Remobra Skin",4,"Monster Bone+",2,26,-1,4,1,4,0,"Male/Female","Gunner",7,4,7,"OO-","PelletS Up",2,"BombStrUp",2,"Hunger",-3,,,,
"Gypceros Tasset U","9000z","Pur GypcerosWng",2,"Monster Broth",2,"Antiseptic Stone",8,"Rare Scarab",2,52,-4,4,0,1,1,"Male/Female","Blade",7,5,7,"OOO","Faint",1,"WindPress",2,"Fate",-2,,,,
"Gypceros Coat U","9000z","Pur GypcerosWng",2,"Monster Broth",2,"Antiseptic Stone",8,"Rare Scarab",2,26,-1,6,0,4,3,"Male/Female","Gunner",7,5,7,"OO-","Faint",4,"WindPress",2,"Fate",-1,,,,
"Khezu Tasset U","9100z","Alluring Webbing",2,"Pale Khezu Steak",1,"Monster Bone+",4,"Lifepowder",3,54,3,4,0,-3,0,"Male/Female","Blade",7,5,7,"OO-","Rec Speed",-1,"Wide Area",4,"Recovery",2,,,,
"Khezu Coat U","9100z","Alluring Webbing",2,"Pale Khezu Steak",1,"Monster Bone+",4,"Lifepowder",3,26,5,6,0,-1,1,"Male/Female","Gunner",7,5,7,"OO-","Rec Speed",-1,"Wide Area",4,"Recovery",2,,,,
"Hermitaur Tasset U","9100z","Hermitaur Carpce",4,"Rainbow Insect",1,"Sharp Claw",4,"Stout Bone",3,54,-3,-4,1,3,0,"Male/Female","Blade",7,4,7,"OO-","Guard Up",2,"Defence",2,"ThunderRes",-3,,,,
"Hermitaur Coat U","9100z","Hermitaur Carpce",4,"Rainbow Insect",1,"Sharp Claw",4,"Stout Bone",3,26,-1,-2,2,5,1,"Male/Female","Gunner",7,4,7,"OO-","Guard Up",2,"Defence",2,"ThunderRes",-3,,,,
"Basarios Tasset U","9100z","Basarios Carpace",4,"Carbalite Ore",7,"Toxin Sac",3,"Machalite Ore",20,54,0,2,-2,2,1,"Male/Female","Blade",7,5,7,"OO-","Faint",-2,"Guard",2,"Terrain",3,,,,
"Basarios Coat U","9100z","Basarios Carpace",4,"Carbalite Ore",7,"Toxin Sac",3,"Machalite Ore",20,26,2,4,0,4,2,"Male/Female","Gunner",7,5,7,"OO-","Faint",-2,"PierceSAdd",3,"Terrain",2,,,,
"Blango Tasset U","9900z","Blangonga Pelt+",4,"Blangonga Whiskr",1,"Brute Bone",3,"Genprey Hide+",4,58,-4,0,1,2,3,"Male/Female","Blade",7,5,8,"OO-","Spc Attack",3,"HearProtct",2,"Terrain",-2,,,,
"Blango Coat U","9900z","Blangonga Pelt+",4,"Blangonga Whiskr",1,"Brute Bone",3,"Genprey Hide+",4,28,-3,1,2,4,5,"Male/Female","Gunner",7,5,8,"OO-","Spc Attack",3,"HearProtct",2,"Terrain",-2,,,,
"Ceanataur Tasset U","10050z","Ceanataur Carpce",3,"Ceanataur Shell",4,"DaoraDragonScale",3,"Rainbow Ore",3,59,1,-1,0,2,-1,"Male/Female","Blade",7,5,8,"OO-","Health",-3,"Sharpness",2,"Expert",2,,,,
"Ceanataur Coat U","10050z","Ceanataur Carpce",3,"Ceanataur Shell",4,"DaoraDragonScale",3,"Rainbow Ore",3,28,2,0,2,4,0,"Male/Female","Gunner",7,5,8,"OO-","Health",-3,"Expert",2,"Load",2,,,,
"Diablo Coil U","10750z","Blk Blos Thracic",2,"Black Blos Cpc",2,"Remobra Skin+",3,"King Scarab",5,62,3,1,0,-1,-2,"Male/Female","Blade",7,6,9,"OO-","Sharpness",2,"Defence",-2,"WindPress",3,,,,
"Diablo Coat U","10750z","Blk Blos Thracic",2,"Black Blos Cpc",2,"Remobra Skin+",3,"King Scarab",5,28,5,4,0,2,-1,"Male/Female","Gunner",7,6,9,"OO-","Load",2,"WindPress",3,"Fate",-2,,,,
"Gravios Tasset U","10750z","Blk Gravios Cpc",1,"Blk Gravios Shl",3,"Hrd Monster Bone",1,"Nova Crystal",1,62,2,2,0,-2,1,"Male/Female","Blade",7,6,9,"OO-","Guard Up",2,"Hunger",-2,"Defence",3,,,,
"Gravios Coat U","10750z","Blk Gravios Cpc",1,"Blk Gravios Shl",3,"Hrd Monster Bone",1,"Nova Crystal",1,28,4,3,0,1,2,"Male/Female","Gunner",7,6,9,"OO-","Guard Up",2,"Hunger",-2,"Defence",3,,,,
"Black Belt Tasset S","5250z","Rare Scarab",4,"Expert Ticket",6,"Gravios Coin",10,"Plesioth Coin",12,30,3,3,3,3,3,"Male/Female","Blade/Gunner",8,4,7,"OO-","Artisan",2,"Map",-2,"Loading",2,"Cooking",1,,
"Shinobi Belt(Heaven)","16000z","Fatalis Webbing",1,"Commendation",1,"Pokke Ticket",1,"Azr Rathlos Scl+",5,30,2,4,2,-6,-3,"Male/Female","Blade/Gunner",8,"6!",10,"OO-","ElementAtk",2,"Cold Res",-2,"Evade",3,,,,
"Shinobi Belt (Earth)","16000z","Fatalis Webbing",1,"Commendation",1,"Pokke Ticket",1,"Azr Rathlos Scl+",5,30,2,4,2,-6,-3,"Male/Female","Blade/Gunner",8,"6!",10,"OO-","Sneak",2,"Hunger",4,"Heat Res",-1,,,,
"Red Guild Guard Coil","16000z","Firecell Stone",2,"FlynMealPassPlus",1,"Commendation",1,"Monoblos Heart",1,30,0,0,0,0,0,"Male","Blade/Gunner",8,4,7,"O--","Protection",-2,"Backpackng",2,"Whim",3,"Fate",2,,
"Red Guild Guard Coat","16000z","Firecell Stone",2,"FlynMealPassPlus",1,"Commendation",1,"Monoblos Heart",1,30,0,0,0,0,0,"Male","Blade/Gunner",8,4,7,"O--","PelletS Up",2,"PelletSAdd",3,"Protection",-2,"Backpackng",2,,
"Blue GuildGuard Coil","16000z","Nova Crystal",2,"Pokke Ticket",2,"Commendation",1,"Lunastra Shell",4,30,0,0,0,0,0,"Male","Blade/Gunner",8,4,"5!7","O--","Protection",2,"Fate",-3,"Carving",4,,,,
"Blue GuildGuard Coat","16000z","Nova Crystal",2,"Pokke Ticket",2,"Commendation",1,"Lunastra Mane",2,30,0,0,0,0,0,"Male","Blade/Gunner",8,4,"5!7","O--","NormalS Up",2,"Fate",-3,"Carving",4,,,,
"Red Guild Guard Coil","16000z","Firecell Stone",2,"FlynMealPassPlus",1,"Commendation",1,"Monoblos Heart",1,30,0,0,0,0,0,"Female","Blade/Gunner",8,4,7,"O--","Protection",-2,"Backpackng",2,"Whim",3,"Fate",2,,
"Red Guild Guard Coat","16000z","Firecell Stone",2,"FlynMealPassPlus",1,"Commendation",1,"Monoblos Heart",1,30,0,0,0,0,0,"Female","Blade/Gunner",8,4,7,"O--","PelletS Up",2,"PelletSAdd",3,"Protection",-2,"Backpackng",2,,
"Blue GuildGuard Coil","16000z","Nova Crystal",2,"Pokke Ticket",2,"Commendation",1,"Lunastra Shell",4,30,0,0,0,0,0,"Female","Blade/Gunner",8,4,"5!7","O--","Protection",2,"Fate",-3,"Carving",4,,,,
"Blue GuildGuard Coat","16000z","Nova Crystal",2,"Pokke Ticket",2,"Commendation",1,"Lunastra Mane",2,30,0,0,0,0,0,"Female","Blade/Gunner",8,4,"5!7","O--","NormalS Up",2,"Fate",-3,"Carving",4,,,,
"Devil Blos Coil","5800z","One-HornedTicket",1,"Diablos Carapace",2,"Diablos Thoracic",3,"King Scarab",5,40,3,1,0,-1,-2,"Male/Female","Blade",8,6,9,"O--","PsychicVis",4,"Stamina",1,"Technique",-2,"Fast Chrge",2,,
"Devil Blos Coat","5800z","One-HornedTicket",1,"Diablos Carapace",2,"Diablos Thoracic",3,"King Scarab",5,20,5,4,0,2,-1,"Male/Female","Gunner",8,6,9,"OO-","PsychicVis",1,"Stamina",2,"Technique",-2,"Fast Chrge",2,,
"Jolly Roger Coil","13500z","Pirate J Ticket",1,"Fire Drgn Scl+",3,"Ancient Fish",2,"Remobra Skin+",2,48,0,0,0,0,0,"Male/Female","Blade",8,"6!",10,"---","BombStrUp",3,"Protection",-2,"Fate",2,"Carving",4,,
"Jolly Roger Skirt","13500z","Pirate J Ticket",1,"Fire Drgn Scl+",3,"Ancient Fish",2,"Remobra Skin+",2,24,0,0,0,0,0,"Male/Female","Gunner",8,"6!",10,"---","BombStrUp",3,"Protection",-2,"Fate",2,"Carving",4,,
"Golden Obi","15500z","Rajang Horn",1,"Gld Rathian Scl+",1,"Blk Rajang Pelt",2,,,55,3,2,3,2,-2,"Male/Female","Blade",8,6,9,"O--","Sneak",-2,"Artisan",2,"Potential",3,"Horn",2,,
"Puppet Master Obi","15500z","Rajang Horn",1,"Blk Rajang Pelt",4,"DaoraDragonScal+",2,"Remobra Skin+",2,28,4,3,4,3,-1,"Male/Female","Gunner",8,6,8,"O--","Sneak",2,"Potential",3,"Precision",-1,"Gunnery",3,,
"Obituary Anka S","9100z","Rare Scarab",2,"Great Hornfly",3,"Toxin Sac",4,"Great Ladybug",3,56,3,3,2,-5,-4,"Male","Blade",8,4,7,"OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Obituary Cocusa S","9100z","Rare Scarab",2,"Great Hornfly",3,"Toxin Sac",4,"Great Ladybug",3,28,4,5,2,-4,-3,"Male","Gunner",8,4,7,"O--","Spc Attack",2,"Cold Res",-3,"Evade",4,,,,
"Butterfly Anka S","9100z","Rare Scarab",2,"Great Hornfly",3,"Toxin Sac",4,"Great Ladybug",3,56,3,3,2,-5,-4,"Female","Blade",8,4,7,"OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Butterfly Cocusa S","9100z","Rare Scarab",2,"Great Hornfly",3,"Toxin Sac",4,"Great Ladybug",3,28,4,5,2,-4,-3,"Female","Gunner",8,4,7,"O--","Spc Attack",2,"Cold Res",-3,"Evade",4,,,,
"DeathStench Bowels S","10750z","Sinister Cloth",2,"Hrd Monster Bone",2,"Striped Skin",3,"Elder Drgn Bone",2,64,2,1,0,1,-1,"Male/Female","Blade",8,4,7,"OO-","Health",-3,"Fencing",2,"Spc Attack",2,,,,
"Death Stench Belly S","10750z","Sinister Cloth",2,"Hrd Monster Bone",2,"Striped Skin",3,"Elder Drgn Bone",2,30,3,2,1,2,0,"Male/Female","Gunner",8,4,7,"OO-","Health",-3,"Spc Attack",2,"Speed Fire",2,,,,
"Supreme Mizuha Sash","14000z","Chameleos Hide+",2,"Chameleos Tail",1,"Elder Drgn Bone",5,"Nova Crystal",1,64,-4,0,-1,3,4,"Male/Female","Blade",8,6,9,"OO-","HearProtct",2,"WindPress",3,"Terrain",-2,,,,
"SuprmExtravagantCoat","14000z","Chameleos Hide+",2,"Chameleos Tail",1,"Elder Drgn Bone",5,"Nova Crystal",1,30,-3,1,0,4,5,"Male/Female","Gunner",8,6,9,"O--","HearProtct",2,"WindPress",5,"Terrain",-2,,,,
"Kushala Cocoon S","16000z","Daora Carapace",2,"Daora Sharp Claw",2,"Daora Webbing",2,"Firecell Stone",1,66,0,-2,-3,2,4,"Male/Female","Blade",8,6,8,"O--","Poison",-3,"Terrain",4,"Fast Chrge",2,,,,
"Kushala Wind Wrap S","16000z","Daora Carapace",2,"Daora Sharp Claw",2,"Daora Webbing",2,"Firecell Stone",1,32,2,-2,-2,3,5,"Male/Female","Gunner",8,6,8,"O--","Poison",-3,"Terrain",4,"Fast Chrge",2,,,,
"Kirin Hoop S","16000z","Kirin Hide+",1,"Kirin Hide",3,"Kirin Azure Horn",2,"Thunder Sac",3,66,0,4,-1,2,0,"Male/Female","Blade",8,5,9,"OO-","ElementAtk",2,"All Resist",3,"Everlastng",-2,,,,
"Kirin Shorts S","16000z","Kirin Hide+",1,"Kirin Hide",3,"Kirin Azure Horn",2,"Thunder Sac",3,32,1,6,0,4,1,"Male/Female","Gunner",8,5,9,"OO-","ElementAtk",2,"All Resist",3,"Everlastng",-2,,,,
"Auroros Tasset Haku","16000z","Lao-ShanCarapace",4,"Daora Sharp Claw",2,"Gravios BrainStm",1,"Commendation",3,66,-2,0,-4,2,2,"Male","Blade",8,6,8,"OO-","Faint",-1,"Rec Speed",2,"Guard",2,"Guard Up",2,,
"Genesis Tasset Haku","16000z","Lao-ShanCarapace",4,"Daora Sharp Claw",2,"Gravios BrainStm",1,"Commendation",3,32,1,2,-2,3,3,"Male","Gunner",8,6,8,"OO-","Faint",-1,"Rec Speed",2,"Load",4,,,,
"Borealis Tasset Haku","16000z","Lao-ShanCarapace",4,"Daora Sharp Claw",2,"Gravios BrainStm",1,"Commendation",3,66,-2,0,-4,2,2,"Female","Blade",8,6,8,"OO-","Faint",-1,"Rec Speed",2,"Guard",2,"Guard Up",2,,
"Glyph Tasset Haku","16000z","Lao-ShanCarapace",4,"Daora Sharp Claw",2,"Gravios BrainStm",1,"Commendation",3,32,1,2,-2,3,3,"Female","Gunner",8,6,8,"OO-","Faint",-1,"Rec Speed",2,"Load",4,,,,
"Ultimate Indra Wrap","21000z","Gaoren Carapace",2,"Gaoren Claw",1,"Daora Carapace",1,"Rare Scarab",2,70,-2,2,-2,3,2,"Male/Female","Blade",8,6,9,"O--","Guard",5,"Cooking",-2,"Quake Res",2,,,,
"SupremeSteadfastCoat","21000z","Gaoren Carapace",2,"Gaoren Claw",1,"Daora Carapace",1,"Rare Scarab",2,34,0,3,-1,5,3,"Male/Female","Gunner",8,6,9,"O--","Recoil",4,"Fate",1,"Cooking",-2,"Quake Res",2,,
"Kaiser Tasset S","21000z","Fire Drgn Scl+",4,"Teostra Mane",2,"Firecell Stone",2,"ElderDragonBlood",3,70,5,0,-2,-1,0,"Male/Female","Blade",8,6,9,"O--","Expert",5,"Cold Res",-2,"Fatigue",2,,,,
"Kaiser Coat S","21000z","Fire Drgn Scl+",4,"Teostra Mane",2,"Firecell Stone",2,"ElderDragonBlood",3,34,6,2,-1,1,0,"Male/Female","Gunner",8,6,9,"O--","Expert",5,"Cold Res",-2,"Fatigue",2,,,,
"Dragon Spine S","22222z","Fatalis Shell",3,"Fatalis Scale",2,"Fatalis Webbing",1,"Rathalos Plate",3,70,0,2,-5,2,2,"Male/Female","Blade",8,"6!",10,"O--","Sharpness",3,"Fencing",1,"Expert",-2,"Protection",-3,,
"Dragon Scale S","22222z","Fatalis Shell",3,"Fatalis Scale",2,"Fatalis Webbing",1,"Rathalos Plate",3,34,2,4,-2,4,3,"Male/Female","Gunner",8,"6!",10,"O--","Expert",-2,"NormalS Up",1,"Protection",-3,"Speed Fire",3,,
"DarkAkantor Cincture","21000z","Akantor Spike",2,"Akantor Shell",3,"Akantor Scale",2,"Gold Rajang Pelt",3,70,2,-1,-4,3,4,"Male/Female","Blade",8,6,9,"OO-","Artisan",2,"Expert",2,"HearProtct",1,"Fast Chrge",-2,,
"Dark Akantor Sash","21000z","Akantor Spike",2,"Akantor Shell",3,"Akantor Scale",2,"Gold Rajang Pelt",3,34,3,0,-2,4,5,"Male/Female","Gunner",8,6,9,"OO-","Expert",2,"HearProtct",1,"Loading",2,"Fast Chrge",-2,,
"Bistro Apron U","3000z","Khezu Hide - Tan",3,"FlynMealPassPlus",1,"Frozen Berry",5,,,28,2,2,2,2,2,"Male/Female","Blade/Gunner",8,5,7,"OO-","Cooking",2,"BBQ",5,,,,,,
"Shinobi Belt (Sky)","16000z","Fatalis Webbing",1,"Commendation",1,"Rainbow Insect",2,"Azre Rathlos Cpc",3,28,2,4,2,-6,-3,"Male/Female","Blade/Gunner",8,"6!",10,"OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Shinobi Belt (Sea)","16000z","Fatalis Webbing",1,"Commendation",1,"Rainbow Insect",2,"Azre Rathlos Cpc",3,28,2,4,2,-6,-3,"Male/Female","Blade/Gunner",8,"6!",10,"OO-","Sneak",-2,"Hunger",2,"Wide Area",3,,,,
"Guardian Coil U","16000z","Union Ore",3,"Great Hornfly",4,"Expert Ticket",2,"Diablos Coin",3,28,0,0,0,0,0,"Male","Blade/Gunner",8,4,7,"OO-","Protection",2,"Stamina",-1,"Gunnery",4,,,,
"Guardian Coat U","16000z","Union Ore",3,"Great Hornfly",4,"Expert Ticket",2,"Shogun Coin",3,28,0,0,0,0,0,"Male","Blade/Gunner",8,4,7,"OO-","Sneak",-1,"Protection",2,"Wide Area",4,,,,
"Helper Skirt U","16000z","Union Ore",3,"Great Hornfly",4,"Expert Ticket",2,"Diablos Coin",3,28,0,0,0,0,0,"Female","Blade/Gunner",8,4,7,"OO-","Protection",2,"Stamina",-1,"Gunnery",4,,,,
"Healer Frills U","16000z","Union Ore",3,"Great Hornfly",4,"Expert Ticket",2,"Shogun Coin",3,28,0,0,0,0,0,"Female","Blade/Gunner",8,4,7,"OO-","Sneak",-1,"Protection",2,"Wide Area",4,,,,
"Melahoa Skirt U","7800z","King Scarab",4,"Dosbiscus",5,"FlynMealPassPlus",1,"Ancient Potion",1,48,0,1,0,1,0,"Male/Female","Blade",8,4,7,"OO-","Health",-1,"Gathering",3,"HiSpdGathr",2,"Recovery",1,,
"Melahoa Trunk U","7800z","King Scarab",4,"Dosbiscus",5,"FlynMealPassPlus",1,"Ancient Potion",1,24,0,1,0,2,0,"Male/Female","Gunner",8,4,7,"OO-","Health",-1,"Gathering",3,"HiSpdGathr",2,"Recovery",1,,
"Makluva Coat U","9000z","Cephalos Scale+",8,"Springnight Carp",5,"Small Goldenfish",5,"Book of Combos 1",1,52,0,-2,0,2,0,"Male/Female","Blade",8,4,7,"OO-","Fishing",1,"MixSucRate",4,"Alchemy",2,,,,
"Makluva Fin U","9000z","Cephalos Scale+",8,"Springnight Carp",5,"Small Goldenfish",5,"Book of Combos 1",1,26,0,-1,0,3,0,"Male/Female","Gunner",8,4,7,"OO-","Fishing",1,"MixSucRate",4,"Alchemy",2,,,,
"Monodevil Coil U","9900z","WhtMnoblosThrcic",3,"Wht Monoblos Cpc",3,"Majestic Wht Hrn",1,"Hrd Monster Bone",4,58,2,-2,-1,-1,-1,"Male/Female","Blade",8,10,"8!","OO-","Artisan",2,"Expert",1,"Protection",-2,"Potential",2,,
"Monodevil Coat U","9900z","WhtMnoblosThrcic",3,"Wht Monoblos Cpc",3,"Majestic Wht Hrn",1,"Hrd Monster Bone",4,28,4,0,0,2,0,"Male/Female","Gunner",8,10,"8!","OO-","Expert",1,"Protection",-2,"Potential",2,"Loading",2,,
"Rathian Heart Coil U","13950z","PnkRathian Scl+",3,"Pnk Rathian Cpc",2,"Inferno Sac",2,"Rathian Ruby",1,60,2,-2,-4,0,0,"Male/Female","Blade",8,6,9,"OO-","Antiseptic",1,"Sneak",-1,"Whim",3,"Recovery",2,,
"Rathian Heart Coat U","13950z","PnkRathian Scl+",3,"Pnk Rathian Cpc",2,"Inferno Sac",2,"Rathian Ruby",1,28,4,0,-2,2,2,"Male/Female","Gunner",8,6,9,"OO-","Antiseptic",1,"Sneak",-1,"Whim",3,"Recovery",2,,
"Rathalos Soul Coil U","14500z","Azre Rathlos Cpc",2,"Azr Rathlos Scl+",4,"Carbalite Ore",3,"Inferno Sac",2,62,2,2,-4,-1,0,"Male/Female","Blade",8,6,9,"OO-","Health",-2,"Expert",2,"HearProtct",3,,,,
"Rathalos Soul Coat U","14500z","Azre Rathlos Cpc",2,"Azr Rathlos Scl+",4,"Carbalite Ore",3,"Inferno Sac",2,28,4,5,-2,2,1,"Male/Female","Gunner",8,6,9,"OO-","Health",-2,"Expert",2,"HearProtct",3,,,,
"Golden Moon Tasset","15100z","Gld Rathian Scl+",3,"Gld Rathian Cpc",4,"Rathian Plate",1,"Rathian Ruby",1,62,2,-2,1,0,0,"Male/Female","Blade",8,6,9,"OO-","Health",3,"Whim",-1,"Fate",3,,,,
"Golden Moon Coat","15100z","Gld Rathian Scl+",3,"Gld Rathian Cpc",4,"Rathian Plate",1,"Rathian Ruby",1,31,4,0,2,2,1,"Male/Female","Gunner",8,6,9,"OO-","Health",3,"Whim",-1,"Fate",3,,,,
"Silver Sol Tasset","16000z","Slvr Rathlos Cpc",2,"Slvr Ratlos Scl+",4,"Rathalos Ruby",1,"FireWyvrn BrnStm",1,64,2,-1,1,-1,0,"Male/Female","Blade",8,6,9,"OO-","Fencing",2,"Attack",3,"Defence",-2,,,,
"Silver Sol Coat","16000z","Slvr Rathlos Cpc",2,"Slvr Ratlos Scl+",4,"Rathalos Ruby",1,"FireWyvrn BrnStm",1,32,4,1,2,2,1,"Male/Female","Gunner",8,6,9,"OO-","PierceS Up",2,"ElementAtk",1,"Attack",2,"Defence",-2,,
"Auroros Tasset Ten","32500z","Azure LaoS Shell",4,"Chameleos Hide+",5,"Wyvern Stone",4,"Commendation",3,64,-2,0,-4,2,2,"Male","Blade",8,6,9,"OO-","Faint",-2,"Rec Speed",3,"Fencing",2,,,,
"Genesis Tasset Ten","32500z","Azure LaoS Shell",4,"Chameleos Hide+",5,"Wyvern Stone",4,"Commendation",3,30,1,2,-2,3,3,"Male","Gunner",8,6,9,"OO-","Faint",-2,"Rec Speed",3,"PierceS Up",2,,,,
"Borealis Tasset Ten","32500z","Azure LaoS Shell",4,"Chameleos Hide+",5,"Wyvern Stone",4,"Commendation",3,64,-2,0,-4,2,2,"Female","Blade",8,6,9,"OO-","Faint",-2,"Rec Speed",3,"Fencing",2,,,,
"Glyph Tasset Ten","32500z","Azure LaoS Shell",4,"Chameleos Hide+",5,"Wyvern Stone",4,"Commendation",3,30,1,2,-2,3,3,"Female","Gunner",8,6,9,"OO-","Faint",-2,"Rec Speed",3,"PierceS Up",2,,,,
"Fatalis Spine","33333z","Fatalis CrmsnShl",3,"Fatalis CrmsnScl",2,"Fatalis CrmsnWng",1,"Rathalos Plate",3,68,0,2,-5,2,2,"Male/Female","Blade",8,"6!",10,"O--","Artisan",2,"Defence",-2,"Protection",-3,"Stamina",2,,
"Fatalis Scale","33333z","Fatalis CrmsnShl",3,"Fatalis CrmsnScl",2,"Fatalis CrmsnWng",1,"Rathalos Plate",3,32,2,4,-2,4,3,"Male/Female","Gunner",8,"6!",10,"O--","Defence",-2,"Protection",-3,"Stamina",2,"Loading",2,,
"White Fatalis Spine","44444z","Wht Fatalis Cpc",3,"Wht Fatalis Scl",2,"Wht Fatalis Wbng",1,"Daora Jewel",1,71,0,2,-5,2,2,"Male/Female","Blade",8,"6!",10,"O--","Sharpness",-2,"Artisan",2,"Fencing",2,"Protection",-3,,
"White Fatalis Scale","44444z","Wht Fatalis Cpc",3,"Wht Fatalis Scl",2,"Wht Fatalis Wbng",1,"Daora Jewel",1,35,2,4,-2,4,3,"Male/Female","Gunner",8,"6!",10,"O--","Protection",-3,"Stamina",-2,"Loading",2,"Fast Chrge",2,,
"Kut-Ku Tasset X","12800z","Kut-Ku Thck Scl",2,"Kut-Ku Hvy Cpc",3,"BirdWyvnStoutBne",3,,,78,2,0,-1,-2,-2,"Male/Female","Blade",9,7,10,"OO-","Rec Speed",1,"Attack",2,"Defence",-2,"PsychicVis",4,,
"Kut-Ku Coat X","12800z","Kut-Ku Thck Scl",2,"Kut-Ku Hvy Cpc",3,"BirdWyvnStoutBne",3,,,38,5,3,0,1,-1,"Male/Female","Gunner",9,7,10,"OO-","Rec Speed",1,"Attack",2,"Defence",-2,"PsychicVis",4,,
"Conga Tasset X","13300z","Congalala Pelt G",3,"Congalala Fang",3,"Bullfango Pelt+",2,"Hrd Monster Bone",2,80,-3,2,0,2,-1,"Male/Female","Blade",9,7,10,"OO-","Antiseptic",3,"Hunger",-2,"Attack",4,,,,
"Conga Coat X","13300z","Congalala Pelt G",3,"Congalala Fang",3,"Bullfango Pelt+",2,"Hrd Monster Bone",2,40,-1,4,1,4,0,"Male/Female","Gunner",9,7,10,"OO-","Antiseptic",3,"Hunger",-2,"Attack",4,,,,
"Gypceros Tasset X","13300z","Rubbery Hide G",4,"Monster Broth+",2,"Pure Crystal",1,"Union Ore",4,80,-4,4,0,1,1,"Male/Female","Blade",9,7,10,"OO-","Poison",2,"Recovery",-3,"Carving",4,,,,
"Gypceros Coat X","13300z","Rubbery Hide G",4,"Monster Broth+",2,"Pure Crystal",1,"Union Ore",4,40,-1,6,0,4,3,"Male/Female","Gunner",9,7,10,"OO-","Recovery",-3,"Carving",4,"PoisnCtAdd",2,,,,
"Khezu Tasset X","13800z","Khezu Hide-Gloss",3,"Carbalite Ore",6,"King Scarab",8,"Thunderbug Jelly",3,82,-3,4,0,3,1,"Male/Female","Blade",9,7,10,"OO-","Paralysis",3,"Faint",-2,"Recovery",4,,,,
"Khezu Coat X","13800z","Khezu Hide-Gloss",3,"Carbalite Ore",6,"King Scarab",8,"Thunderbug Jelly",3,40,-1,6,0,5,2,"Male/Female","Gunner",9,7,10,"OO-","Paralysis",3,"Faint",-2,"Rec Speed",4,,,,
"Hermitaur Tasset X","13800z","Hermitaur HvyCpc",4,"Hermitaur Carpce",6,"Hermitaur Claw+",2,"Monster Bone+",15,82,-3,-4,1,3,0,"Male/Female","Blade",9,7,10,"OO-","Guard Up",3,"BombStrUp",2,"Defence",2,"All Resist",-2,,
"Hermitaur Coat X","13800z","Hermitaur HvyCpc",4,"Hermitaur Carpce",6,"Hermitaur Claw+",2,"Monster Bone+",15,40,-1,-2,2,5,1,"Male/Female","Gunner",9,7,10,"OO-","Guard Up",3,"CragS Add",2,"Defence",2,"All Resist",-2,,
"Hypnoc Tasset X","13800z","Hypnoc Feather+",3,"Rainbow Down",6,"Etherlite Ore",2,"Monster Broth+",4,82,-2,0,1,2,1,"Male/Female","Blade",9,7,10,"OOO","Paralysis",-2,"Sleep",4,"Technique",1,,,,
"Hypnoc Coat X","13800z","Hypnoc Feather+",3,"Rainbow Down",6,"Etherlite Ore",2,"Monster Broth+",4,40,0,2,2,4,3,"Male/Female","Gunner",9,7,10,"OO-","Paralysis",-2,"Sleep",1,"Technique",6,,,,
"Basarios Tasset X","13800z","Basarios Hvy Cpc",4,"Basarios Carpace",5,"Genprey Hide+",6,"Etherlite Ore",4,84,0,2,-2,2,1,"Male/Female","Blade",9,8,10,"OO-","Attack",-2,"Defence",3,"Protection",1,"Gunnery",3,,
"Basarios Coat X","13800z","Basarios Hvy Cpc",4,"Basarios Carpace",5,"Genprey Hide+",6,"Etherlite Ore",4,42,2,4,0,4,2,"Male/Female","Gunner",9,8,10,"OO-","Attack",-2,"Defence",3,"Protection",1,"Gunnery",3,,
"Plesioth Tasset X","14250z","Plsioth Thck Scl",3,"Plesioth Fin G",1,"Plesioth Scale+",3,"Union Ore",2,84,-4,-4,0,4,2,"Male/Female","Blade",9,7,10,"OO-","Stamina",1,"Technique",-1,"Trapper",2,"Observance",5,,
"Plesioth Coat X","14250z","Plsioth Thck Scl",3,"Plesioth Fin G",1,"Plesioth Scale+",3,"Union Ore",2,42,-2,-2,1,6,3,"Male/Female","Gunner",9,7,10,"OO-","Stamina",1,"Technique",-1,"Trapper",2,"Observance",5,,
"Monoblos Coil X","14750z","Melange Ore",3,"Majestic Red Hrn",1,"Monoblos Thrcic",4,"Hvy Monster Bone",4,88,2,-2,-1,-1,-1,"Male/Female","Blade",9,"7!","8!","OO-","Expert",1,"Protection",-2,"PsychicVis",2,"Potential",4,,
"Monoblos Coat X","14750z","Melange Ore",3,"Majestic Red Hrn",1,"Monoblos Thrcic",4,"Hvy Monster Bone",4,44,4,0,0,2,0,"Male/Female","Gunner",9,"7!","8!","OO-","Expert",1,"Protection",-2,"PsychicVis",2,"Potential",4,,
