"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Genprey Leggings U","8800z","Genprey Scale+",4,"Rainbow Insect",3,"Small Goldenfish",6,"King Scarab",6,24,4,5,0,0,0,"Male/Female","Gunner",7,"4","7","OO-","Paralysis",3,"Ice Res",-2,"Fate",2,,,,
"Ioprey Greaves U","8950z","Ioprey Scale+",3,"Rainbow Insect",2,"Ioprey Hide+",5,"Rubbery Hide+",1,50,3,-2,-1,2,1,"Male/Female","Blade",7,"5","7","OO-","Poison",3,"ThunderRes",-2,"Recovery",2,,,,
"Ioprey Leggings U","8950z","Ioprey Scale+",3,"Rainbow Insect",2,"Ioprey Hide+",5,"Rubbery Hide+",1,26,4,0,0,3,2,"Male/Female","Gunner",7,"5","7","OO-","Poison",3,"ThunderRes",-2,"Recovery",2,,,,
"Kut-Ku Greaves U","8950z","Long Kut-Ku Ear",1,"Blue Kut-Ku Cpc",2,"Kut-Ku Webbing",2,"Giaprey Hide+",4,50,2,0,-1,-2,-2,"Male/Female","Blade",7,"4","8","OOO","Health",-2,"Expert",1,"ElementAtk",2,,,,
"Kut-Ku Leggings U","8950z","Long Kut-Ku Ear",1,"Blue Kut-Ku Cpc",2,"Kut-Ku Webbing",2,"Giaprey Hide+",4,26,5,3,0,1,-1,"Male/Female","Gunner",7,"4","8","OO-","Health",-2,"Expert",3,"ElementAtk",2,,,,
"Cephalos Greaves U","9000z","Coral Cphlos Scl",4,"Coral Cphlos Fin",1,"Nova Crystal",2,"Mega Demondrug",2,52,-3,-4,0,2,2,"Male/Female","Blade",7,"4","7","OO-","Hunger",3,"Heat Res",2,"Cold Res",-2,,,,
"Cephalos Leggings U","9000z","Coral Cphlos Scl",4,"Coral Cphlos Fin",1,"Nova Crystal",2,"Mega Demondrug",2,26,-1,-2,1,5,3,"Male/Female","Gunner",7,"4","7","OO-","Hunger",3,"Heat Res",2,"Cold Res",-2,,,,
"Conga Greaves U","9000z","Congalala Pelt+",3,"Remobra Skin",4,"Stout Bone",2,"Dragonite Ore",4,52,-3,2,0,2,-1,"Male/Female","Blade",7,"4","7","OO-","BombStrUp",2,"Hunger",-2,"Potential",3,,,,
"Conga Leggings U","9000z","Congalala Pelt+",3,"Remobra Skin",4,"Stout Bone",2,"Dragonite Ore",4,26,-1,4,1,4,0,"Male/Female","Gunner",7,"4","7","OO-","PelletS Up",3,"BombStrUp",2,"Hunger",-2,,,,
"Gypceros Greaves U","9000z","Pur GypcerosWng",3,"Monster Broth",2,"Antiseptic Stone",10,"Remobra Skin+",5,52,-4,4,0,1,1,"Male/Female","Blade",7,"5","7","OO-","Faint",4,"WindPress",2,"Fate",-1,,,,
"Gypceros Leggings U","9000z","Pur GypcerosWng",3,"Monster Broth",2,"Antiseptic Stone",10,"Remobra Skin+",5,26,-1,6,0,4,3,"Male/Female","Gunner",7,"5","7","OO-","Faint",4,"WindPress",2,"Fate",-1,,,,
"Khezu Greaves U","9100z","Alluring Webbing",2,"Pale Khezu Steak",1,"Monster Broth",2,"Rare Scarab",3,54,3,4,0,-3,0,"Male/Female","Blade",7,"5","7","OO-","Rec Speed",-1,"Wide Area",4,"Recovery",2,,,,
"Khezu Leggings U","9100z","Alluring Webbing",2,"Pale Khezu Steak",1,"Monster Broth",2,"Rare Scarab",3,26,5,6,0,-1,1,"Male/Female","Gunner",7,"5","7","O--","Rec Speed",-1,"Wide Area",6,"Recovery",2,,,,
"Hermitaur Greaves U","9100z","Hermitaur Carpce",3,"Rainbow Insect",2,"Bulldrome Hide+",2,"Hercudrome",2,54,-3,-4,1,3,0,"Male/Female","Blade",7,"4","7","OOO","Guard Up",2,"Defence",1,"ThunderRes",-2,,,,
"Hermitaur Leggings U","9100z","Hermitaur Carpce",3,"Rainbow Insect",2,"Bulldrome Hide+",2,"Hercudrome",2,26,-1,-2,2,5,1,"Male/Female","Gunner",7,"4","7","OO-","Guard Up",2,"Defence",3,"ThunderRes",-2,,,,
"Basarios Greaves U","9100z","Basarios Carpace",3,"Carbalite Ore",5,"Gendrome Tail",2,"Machalite Ore",20,54,0,2,-2,2,1,"Male/Female","Blade",7,"5","7","OO-","Faint",-2,"Guard",2,"Terrain",3,,,,
"Basarios Leggings U","9100z","Basarios Carpace",3,"Carbalite Ore",5,"Gendrome Tail",2,"Machalite Ore",20,26,2,4,0,4,2,"Male/Female","Gunner",7,"5","7","OO-","Faint",-2,"PierceSAdd",3,"Terrain",2,,,,
"Plesioth Greaves U","9500z","Grn Plsioth Scl+",2,"Grn Plsioth Fin+",3,"Cephalos Scale+",2,"Genprey Scale+",5,56,-4,-4,0,4,2,"Male/Female","Blade",7,"5","8","OO-","Poison",-2,"Hunger",3,"Everlastng",2,,,,
"Plesioth Leggings U","9500z","Grn Plsioth Scl+",2,"Grn Plsioth Fin+",3,"Cephalos Scale+",2,"Genprey Scale+",5,28,-2,-2,1,6,3,"Male/Female","Gunner",7,"5","8","OO-","Poison",-2,"Hunger",3,"Everlastng",2,,,,
"Blango Greaves U","9900z","Blangonga Pelt+",3,"Blango Pelt+",5,"Hrd Monster Bone",1,"Gendrome Tail",1,58,-4,0,1,2,3,"Male/Female","Blade",7,"5","8","OO-","Spc Attack",3,"HearProtct",2,"Terrain",-2,,,,
"Blango Leggings U","9900z","Blangonga Pelt+",3,"Blango Pelt+",5,"Hrd Monster Bone",1,"Gendrome Tail",1,28,-3,1,2,4,5,"Male/Female","Gunner",7,"5","8","OO-","Spc Attack",3,"HearProtct",2,"Terrain",-2,,,,
"Ceanataur Greaves U","10050z","Ceanataur Carpce",2,"Ceanataur Leg",3,"Hrd Monster Bone",1,"Rainbow Ore",3,59,1,-1,0,2,-1,"Male/Female","Blade",7,"5","8","OO-","Health",-3,"Sharpness",2,"Expert",2,,,,
"Ceanataur Leggings U","10050z","Ceanataur Carpce",2,"Ceanataur Leg",3,"Hrd Monster Bone",1,"Rainbow Ore",3,28,2,0,2,4,0,"Male/Female","Gunner",7,"5","8","OO-","Health",-3,"Expert",2,"Load",2,,,,
"Diablo Greaves U","10750z","Black Blos Cpc",3,"Blk Blos Thracic",2,"Carbalite Ore",4,"Union Ore",2,62,3,1,0,-1,-2,"Male/Female","Blade",7,"6","9","OO-","Sharpness",2,"Defence",-2,"WindPress",3,,,,
"Diablo Leggings U","10750z","Black Blos Cpc",3,"Blk Blos Thracic",2,"Carbalite Ore",4,"Union Ore",2,28,5,4,0,2,-1,"Male/Female","Gunner",7,"6","9","OO-","Load",2,"WindPress",3,"Fate",-2,,,,
"Gravios Greaves U","10750z","Blk Gravios Cpc",2,"Blk Gravios Shl",6,"Hrd Monster Bone",3,"Rubbery Hide+",3,62,2,2,0,-2,1,"Male/Female","Blade",7,"6","9","OO-","Guard Up",2,"Hunger",-3,"Defence",2,,,,
"Gravios Leggings U","10750z","Blk Gravios Cpc",2,"Blk Gravios Shl",6,"Hrd Monster Bone",3,"Rubbery Hide+",3,28,4,3,0,1,2,"Male/Female","Gunner",7,"6","9","OO-","Guard Up",2,"Hunger",-3,"Defence",2,,,,
"Famitsu Cloth Wrap S","3750z","Famitsu PT Tckt",5,"Akantor Shell",1,"Commendation",1,"ShakaInheritance",1,30,4,4,4,4,4,"Male","Blade/Gunner",8,"6!","10","OO-","Antiseptic",2,"Protection",5,,,,,,
"Famitsu Pants S","3750z","Famitsu PT Tckt",5,"Akantor Shell",1,"Commendation",1,"ShakaInheritance",1,30,4,4,4,4,4,"Female","Blade/Gunner",8,"6!","10","OO-","Antiseptic",2,"Protection",5,,,,,,
"Black Belt Greaves S","5250z","Rare Scarab",4,"Expert Ticket",6,"Diablos Coin",12,"Cephalos Coin",10,30,3,3,3,3,3,"Male/Female","Blade/Gunner",8,"4","8","OO-","Artisan",2,"Map",-2,"Loading",2,"Cooking",1,,
"ShinobiBoots(Heaven)","16000z","Fatalis Webbing",1,"Commendation",1,"Pokke Ticket",1,"PnkRathian Scl+",5,30,2,4,2,-6,-3,"Male/Female","Blade/Gunner",8,"6!","10","OO-","ElementAtk",2,"Cold Res",-2,"Evade",3,,,,
"Shinobi Boots(Earth)","16000z","Fatalis Webbing",1,"Commendation",1,"Pokke Ticket",1,"PnkRathian Scl+",5,30,2,4,2,-6,-3,"Male/Female","Blade/Gunner",8,"6!","10","OOO","Sneak",2,"Hunger",2,"Heat Res",-1,,,,
"Red GuildGuard Boots","16000z","Firecell Stone",1,"FlynMealPassPlus",1,"Commendation",1,"Pale Khezu Steak",2,30,0,0,0,0,0,"Male","Blade/Gunner",8,"5","7","O--","Protection",-2,"Backpackng",2,"Whim",3,"Fate",2,,
"RedGuildGuard Tights","16000z","Firecell Stone",2,"FlynMealPassPlus",1,"Commendation",1,"Kirin Thndr Tail",4,30,0,0,0,0,0,"Male","Blade/Gunner",8,"5","7","O--","PelletS Up",2,"PelletSAdd",3,"Protection",-2,"Backpackng",2,,
"BlueGuildGuard Boots","16000z","Nova Crystal",2,"Pokke Ticket",2,"Commendation",1,"Azure LaoS Shell",4,30,0,0,0,0,0,"Male","Blade/Gunner",8,"5","8","O--","Protection",2,"Fate",-3,"Carving",4,,,,
"BlueGuildGuardTights","16000z","Nova Crystal",2,"Pokke Ticket",2,"Commendation",1,"Blk Gravios Cpc",4,30,0,0,0,0,0,"Male","Blade/Gunner",8,"6","9","O--","NormalS Up",2,"Fate",-3,"Carving",4,,,,
"Red GuildGuard Boots","16000z","Firecell Stone",1,"FlynMealPassPlus",1,"Commendation",1,"Pale Khezu Steak",2,30,0,0,0,0,0,"Female","Blade/Gunner",8,"5","7","O--","Protection",-2,"Backpackng",2,"Whim",3,"Fate",2,,
"RedGuildGuard Tights","16000z","Firecell Stone",2,"FlynMealPassPlus",1,"Commendation",1,"Kirin Thndr Tail",4,30,0,0,0,0,0,"Female","Blade/Gunner",8,"5","7","O--","PelletS Up",2,"PelletSAdd",3,"Protection",-2,"Backpackng",2,,
"BlueGuildGuard Boots","16000z","Nova Crystal",2,"Pokke Ticket",2,"Commendation",1,"Azure LaoS Shell",4,30,0,0,0,0,0,"Female","Blade/Gunner",8,"5","8","O--","Protection",2,"Fate",-3,"Carving",4,,,,
"BlueGuildGuardTights","16000z","Nova Crystal",2,"Pokke Ticket",2,"Commendation",1,"Blk Gravios Cpc",4,30,0,0,0,0,0,"Female","Blade/Gunner",8,"6","9","O--","NormalS Up",2,"Fate",-3,"Carving",4,,,,
"Devil Blos Greaves","5800z","One-HornedTicket",1,"Diablos Carapace",3,"Diablos Thoracic",2,"Union Ore",2,40,3,1,0,-1,-2,"Male/Female","Blade",8,"6","9","O--","PsychicVis",4,"Stamina",1,"Technique",-2,"Fast Chrge",2,,
"Devil Blos Leggings","5800z","One-HornedTicket",1,"Diablos Carapace",3,"Diablos Thoracic",2,"Union Ore",2,20,5,4,0,2,-1,"Male/Female","Gunner",8,"6","9","O--","PsychicVis",3,"Technique",-3,"Fast Chrge",3,,,,
"Jolly Roger Pants","13500z","Pirate J Ticket",1,"Teostra Carapace",2,"Small Goldenfish",2,"Remobra Skin+",3,48,0,0,0,0,0,"Male/Female","Blade",8,"6!","10","---","BombStrUp",3,"Protection",-2,"Fate",2,"Carving",4,,
"Jolly Roger Skirt","13500z","Pirate J Ticket",1,"Teostra Carapace",2,"Small Goldenfish",2,"Remobra Skin+",3,24,0,0,0,0,0,"Male/Female","Gunner",8,"6!","10","---","BombStrUp",3,"Protection",-2,"Fate",2,"Carving",4,,
"Golden Hakama","15500z","Rajang Horn",2,"Gld Rathian Scl+",1,"Blk Rajang Pelt",2,,,55,3,2,3,2,-2,"Male/Female","Blade",8,"6","9","O--","Sneak",-2,"Artisan",2,"Potential",3,"Horn",2,,
"Puppet Master Socks","15500z","Rajang Horn",2,"Blk Rajang Pelt",2,"DaoraDragonScal+",2,"Remobra Skin+",2,28,4,3,4,3,-1,"Male/Female","Gunner",8,"6","8","O--","Sneak",2,"Potential",3,"Precision",-1,"Gunnery",3,,
"Obituary Gamba S","9100z","Rare Scarab",3,"Great Hornfly",2,"Monster Broth",4,"FireWyvern Fluid",6,56,3,3,2,-5,-4,"Male","Blade",8,"4","8","OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Obituary Femur S","9100z","Rare Scarab",3,"Great Hornfly",2,"Monster Broth",4,"FireWyvern Fluid",6,28,4,5,2,-4,-3,"Male","Gunner",8,"4","8","OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Butterfly Gamba S","9100z","Rare Scarab",3,"Great Hornfly",2,"Monster Broth",4,"FireWyvern Fluid",6,56,3,3,2,-5,-4,"Female","Blade",8,"4","8","OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Butterfly Femur S","9100z","Rare Scarab",3,"Great Hornfly",2,"Monster Broth",4,"FireWyvern Fluid",6,28,4,5,2,-4,-3,"Female","Gunner",8,"4","8","OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Death Stench Heel S","10750z","Sinister Cloth",2,"Stout Bone",4,"Striped Skin",2,"Elder Drgn Bone",3,64,2,1,0,1,-1,"Male/Female","Blade",8,"4","7","OO-","Health",-3,"Fencing",2,"Spc Attack",2,,,,
"Death Stench March S","10750z","Sinister Cloth",2,"Stout Bone",4,"Striped Skin",2,"Elder Drgn Bone",3,30,3,2,1,2,0,"Male/Female","Gunner",8,"4","7","OO-","Health",-3,"Spc Attack",2,"Speed Fire",2,,,,
"SupremeMizuhaLegWrap","14000z","Chameleos Hide+",2,"ChameleosWebbing",1,"Khezu Hide - Tan",5,"Union Ore",5,64,-4,0,-1,3,4,"Male/Female","Blade",8,"6","9","O--","HearProtct",2,"WindPress",5,"Terrain",-2,,,,
"SprmExtrvgntTrousers","14000z","Chameleos Hide+",2,"ChameleosWebbing",1,"Khezu Hide - Tan",5,"Union Ore",5,30,-3,1,0,4,5,"Male/Female","Gunner",8,"6","9","O--","HearProtct",2,"WindPress",5,"Terrain",-2,,,,
"Kushala Crus S","16000z","Daora Carapace",3,"DaoraDragonScal+",4,"Daora Sharp Claw",1,"Union Ore",3,66,0,-2,-3,2,4,"Male/Female","Blade",8,"6","8","O--","Poison",-3,"Terrain",4,"Fast Chrge",2,,,,
"Kushala Shank S","16000z","Daora Carapace",3,"DaoraDragonScal+",4,"Daora Sharp Claw",1,"Union Ore",3,32,2,-2,-2,3,5,"Male/Female","Gunner",8,"6","8","O--","Poison",-3,"Terrain",4,"Fast Chrge",2,,,,
"Kirin Leg Guards S","16000z","Kirin Hide+",1,"Kirin Hide",3,"Rubbery Hide+",2,"Thunder Sac",3,66,0,4,-1,2,0,"Male/Female","Blade",8,"5","9","O--","ElementAtk",2,"All Resist",5,"Everlastng",-2,,,,
"Kirin Boots S","16000z","Kirin Hide+",1,"Kirin Hide",3,"Rubbery Hide+",2,"Thunder Sac",3,32,1,6,0,4,1,"Male/Female","Gunner",8,"5","9","O--","ElementAtk",2,"All Resist",5,"Everlastng",-2,,,,
"Auroros Pants Haku","16000z","Lao-Shan Scale+",5,"Fire Drgn Scl+",2,"Rathian Ruby",1,"Commendation",3,66,-2,0,-4,2,2,"Male","Blade",8,"6","9","OO-","Faint",-1,"Rec Speed",2,"Guard",2,"Guard Up",2,,
"Genesis Pants Haku","16000z","Lao-Shan Scale+",5,"Fire Drgn Scl+",2,"Rathian Ruby",1,"Commendation",3,32,1,2,-2,3,3,"Male","Gunner",8,"6","9","OO-","Faint",-1,"Rec Speed",2,"Load",4,,,,
"Borealis Pants Haku","16000z","Lao-Shan Scale+",5,"Fire Drgn Scl+",2,"Rathian Ruby",1,"Commendation",3,66,-2,0,-4,2,2,"Female","Blade",8,"6","9","OO-","Faint",-1,"Rec Speed",2,"Guard",2,"Guard Up",2,,
"Glyph Pants Haku","16000z","Lao-Shan Scale+",5,"Fire Drgn Scl+",2,"Rathian Ruby",1,"Commendation",3,32,1,2,-2,3,3,"Female","Gunner",8,"6","9","OO-","Faint",-1,"Rec Speed",2,"Load",4,,,,
"UltimateIndraLggings","21000z","Gaoren Carapace",2,"Gaoren Thoracic",1,"DaoraDragonScal+",2,"Rare Scarab",3,70,-2,2,-2,3,2,"Male/Female","Blade",8,"6","9","O--","Guard",5,"Cooking",-2,"Quake Res",2,,,,
"SupremSteadfastBoots","21000z","Gaoren Carapace",2,"Gaoren Thoracic",1,"DaoraDragonScal+",2,"Rare Scarab",3,34,0,3,-1,5,3,"Male/Female","Gunner",8,"6","9","O--","Recoil",4,"Fate",1,"Cooking",-2,"Quake Res",2,,
"Kaiser Greaves S","21000z","Teostra Carapace",4,"Fire Dragon Pwdr",2,"Firecell Stone",2,"ElderDragonBlood",3,70,5,0,-2,-1,0,"Male/Female","Blade",8,"6","9","O--","Expert",5,"Cold Res",-2,"Fatigue",2,,,,
"Kaiser Leggings S","21000z","Teostra Carapace",4,"Fire Dragon Pwdr",2,"Firecell Stone",2,"ElderDragonBlood",3,34,6,2,-1,1,0,"Male/Female","Gunner",8,"6","9","O--","Expert",5,"Cold Res",-2,"Fatigue",2,,,,
"Dragonfeet S","22222z","Fatalis Scale",3,"Fatalis Shell",2,"Fatalis Webbing",1,"Rathian Plate",3,70,0,2,-5,2,2,"Male/Female","Blade",8,"6!","10","O--","Sharpness",1,"Fencing",3,"Expert",-2,"Protection",-3,,
"Dragonlegs S","22222z","Fatalis Scale",3,"Fatalis Shell",2,"Fatalis Webbing",1,"Rathian Plate",3,34,2,4,-2,4,3,"Male/Female","Gunner",8,"6!","10","O--","Expert",-2,"NormalS Up",3,"Protection",-3,"Speed Fire",1,,
"Dark Akantor Hessian","21000z","Akantor Claw",2,"Akantor Shell",2,"Akantor Scale",3,"FireWyvrn BrnStm",5,70,2,-1,-4,3,4,"Male/Female","Blade",8,"6","9","O--","Artisan",2,"Expert",4,"HearProtct",1,"Fast Chrge",-2,,
"Dark Akantor Boots","21000z","Akantor Claw",2,"Akantor Shell",2,"Akantor Scale",3,"FireWyvrn BrnStm",5,34,3,0,-2,4,5,"Male/Female","Gunner",8,"6","9","O--","Expert",4,"HearProtct",1,"Loading",2,"Fast Chrge",-2,,
"Shinobi Boots (Sky)","16000z","Fatalis Webbing",1,"Commendation",1,"Rainbow Ore",2,"Pnk Rathian Cpc",3,28,2,4,2,-6,-3,"Male/Female","Blade/Gunner",8,"6!","10","OO-","Spc Attack",2,"Cold Res",-2,"Evade",3,,,,
"Shinobi Boots (Sea)","16000z","Fatalis Webbing",1,"Commendation",1,"Rainbow Ore",2,"Pnk Rathian Cpc",3,28,2,4,2,-6,-3,"Male/Female","Blade/Gunner",8,"6!","10","OOO","Sneak",-1,"Hunger",2,"Wide Area",2,,,,
"Guardian Boots U","16000z","Union Ore",3,"Great Ladybug",4,"Expert Ticket",2,"Fire Coin",3,28,0,0,0,0,0,"Male","Blade/Gunner",8,"4","7","OO-","Protection",2,"Stamina",-1,"Gunnery",4,,,,
"Guardian Pants U","16000z","Union Ore",3,"Great Ladybug",4,"Expert Ticket",2,"Kirin Coin",3,28,0,0,0,0,0,"Male","Blade/Gunner",8,"4","7","OOO","Sneak",-1,"Protection",2,"Wide Area",2,,,,
"Helper Socks U","16000z","Union Ore",3,"Great Ladybug",4,"Expert Ticket",2,"Fire Coin",3,28,0,0,0,0,0,"Female","Blade/Gunner",8,"4","7","OO-","Protection",2,"Stamina",-1,"Gunnery",4,,,,
"Healer Socks U","16000z","Union Ore",3,"Great Ladybug",4,"Expert Ticket",2,"Kirin Coin",3,28,0,0,0,0,0,"Female","Blade/Gunner",8,"4","7","OOO","Sneak",-1,"Protection",2,"Wide Area",2,,,,
"Melahoa Roots U","7800z","King Scarab",4,"Dosbiscus",4,"FlynMealPassPlus",1,"Max Potion",2,48,0,1,0,1,0,"Male/Female","Blade",8,"4","7","OO-","Health",-1,"Gathering",3,"HiSpdGathr",2,"Recovery",1,,
"Melahoa Taproot U","7800z","King Scarab",4,"Dosbiscus",4,"FlynMealPassPlus",1,"Max Potion",2,24,0,1,0,2,0,"Male/Female","Gunner",8,"4","7","OO-","Health",-1,"Gathering",3,"HiSpdGathr",2,"Recovery",1,,
"Makluva Pants U","9000z","Cephalos Scale+",8,"Springnight Carp",4,"Ancient Fish",1,"Book of Combos 1",1,52,0,-2,0,2,0,"Male/Female","Blade",8,"4","7","OOO","MixSucRate",3,"Alchemy",2,,,,,,
"Makluva Leggings U","9000z","Cephalos Scale+",8,"Springnight Carp",4,"Ancient Fish",1,"Book of Combos 1",1,26,0,-1,0,3,0,"Male/Female","Gunner",8,"4","7","OO-","MixSucRate",5,"Alchemy",2,,,,,,
"Monodevil Greaves U","9900z","WhtMnoblosThrcic",2,"Wht Monoblos Cpc",5,"Wht Monoblos Hrn",2,"Rare Scarab",3,58,2,-2,-1,-1,-1,"Male/Female","Blade",8,"10","8!","OO-","Artisan",2,"Expert",1,"Protection",-2,"Potential",2,,
"Monodevil Leggings U","9900z","WhtMnoblosThrcic",2,"Wht Monoblos Cpc",5,"Wht Monoblos Hrn",2,"Rare Scarab",3,28,4,0,0,2,0,"Male/Female","Gunner",8,"10","8!","OO-","Expert",1,"Protection",-2,"Potential",2,"Loading",2,,
"RathianHeartGreavesU","13950z","Pnk Rathian Cpc",2,"PnkRathian Scl+",4,"Hrd Monster Bone",3,"Nova Crystal",1,60,2,-2,-4,0,0,"Male/Female","Blade",8,"6","9","OO-","Antiseptic",1,"Sneak",-1,"Whim",3,"Recovery",2,,
"RthianHeartLeggingsU","13950z","Pnk Rathian Cpc",2,"PnkRathian Scl+",4,"Hrd Monster Bone",3,"Nova Crystal",1,28,4,0,-2,2,2,"Male/Female","Gunner",8,"6","9","OO-","Antiseptic",1,"Sneak",-1,"Whim",3,"Recovery",2,,
"RathalosSoulGreavesU","14500z","Azre Rathlos Cpc",2,"Azr Rathlos Scl+",3,"Rathalos Ruby",1,"Nova Crystal",1,62,2,2,-4,-1,0,"Male/Female","Blade",8,"6","9","OO-","Health",-2,"Expert",2,"HearProtct",3,,,,
"RthalosSoulLeggingsU","14500z","Azre Rathlos Cpc",2,"Azr Rathlos Scl+",3,"Rathalos Ruby",1,"Nova Crystal",1,28,4,5,-2,2,1,"Male/Female","Gunner",8,"6","9","OO-","Health",-2,"Expert",2,"HearProtct",3,,,,
"Golden Moon Greaves","15100z","Gld Rathian Cpc",3,"Gld Rathian Scl+",3,"Rathian Plate",1,"Rathian Ruby",1,62,2,-2,1,0,0,"Male/Female","Blade",8,"6","9","OO-","Health",3,"Whim",-1,"Fate",3,,,,
"Golden Moon Leggings","15100z","Gld Rathian Cpc",3,"Gld Rathian Scl+",3,"Rathian Plate",1,"Rathian Ruby",1,31,4,0,2,2,1,"Male/Female","Gunner",8,"6","9","OO-","Health",3,"Whim",-1,"Fate",3,,,,
"Silver Sol Greaves","16000z","Slvr Rathlos Cpc",2,"Slvr Ratlos Scl+",3,"Rathalos Ruby",1,"Rare Scarab",3,64,2,-1,1,-1,0,"Male/Female","Blade",8,"6","9","OO-","Fencing",2,"Attack",3,"Defence",-2,,,,
"Silver Sol Leggings","16000z","Slvr Rathlos Cpc",2,"Slvr Ratlos Scl+",3,"Rathalos Ruby",1,"Rare Scarab",3,32,4,1,2,2,1,"Male/Female","Gunner",8,"6","9","OO-","PierceS Up",2,"ElementAtk",1,"Attack",2,"Defence",-2,,
"Auroros Pants Ten","32500z","Azure LaoS Shell",5,"Lunastra Horn",3,"Chameleos Spike",3,"Commendation",3,64,-2,0,-4,2,2,"Male","Blade",8,"5","5!9","OO-","Faint",-2,"Rec Speed",3,"Fencing",2,,,,
"Genesis Pants Ten","32500z","Azure LaoS Shell",5,"Lunastra Horn",3,"Chameleos Spike",3,"Commendation",3,30,1,2,-2,3,3,"Male","Gunner",8,"5","5!9","OO-","Faint",-2,"Rec Speed",3,"PierceS Up",2,,,,
"Borealis Pants Ten","32500z","Azure LaoS Shell",5,"Lunastra Horn",3,"Chameleos Spike",3,"Commendation",3,64,-2,0,-4,2,2,"Female","Blade",8,"5","5!9","OO-","Faint",-2,"Rec Speed",3,"Fencing",2,,,,
"Glyph Pants Ten","32500z","Azure LaoS Shell",5,"Lunastra Horn",3,"Chameleos Spike",3,"Commendation",3,30,1,2,-2,3,3,"Female","Gunner",8,"5","5!9","OO-","Faint",-2,"Rec Speed",3,"PierceS Up",2,,,,
"Fatalis Feet","33333z","Fatalis CrmsnScl",3,"Fatalis CrmsnShl",2,"Fatalis CrmsnWng",1,"Rathian Plate",3,68,0,2,-5,2,2,"Male/Female","Blade",8,"6!","10","O--","Artisan",2,"Defence",-2,"Protection",-3,"Stamina",2,,
"Fatalis Legs","33333z","Fatalis CrmsnScl",3,"Fatalis CrmsnShl",2,"Fatalis CrmsnWng",1,"Rathian Plate",3,32,2,4,-2,4,3,"Male/Female","Gunner",8,"6!","10","O--","Defence",-2,"Protection",-3,"Stamina",2,"Loading",2,,
"White Fatalis Feet","44444z","Wht Fatalis Scl",3,"Wht Fatalis Cpc",2,"Wht Fatalis Wbng",1,"Lao-Shan's Ruby",1,71,0,2,-5,2,2,"Male/Female","Blade",8,"6!","10","O--","Sharpness",-2,"Artisan",2,"Fencing",2,"Protection",-3,,
"White Fatalis Legs","44444z","Wht Fatalis Scl",3,"Wht Fatalis Cpc",2,"Wht Fatalis Wbng",1,"Lao-Shan's Ruby",1,35,2,4,-2,4,3,"Male/Female","Gunner",8,"6!","10","O--","Protection",-3,"Stamina",-2,"Loading",2,"Fast Chrge",2,,
"Kut-Ku Greaves X","12800z","Lucky Kut-KuEar",1,"Kut-Ku Hvy Cpc",2,"Kut-Ku Hrd Wbbng",2,"Ioprey Hide+",2,78,2,0,-1,-2,-2,"Male/Female","Blade",9,"7","10","OOO","Rec Speed",2,"Attack",2,"Defence",-2,,,,
"Kut-Ku Leggings X","12800z","Lucky Kut-KuEar",1,"Kut-Ku Hvy Cpc",2,"Kut-Ku Hrd Wbbng",2,"Ioprey Hide+",2,38,5,3,0,1,-1,"Male/Female","Gunner",9,"7","10","OO-","Rec Speed",5,"Attack",2,"Defence",-2,,,,
"Conga Greaves X","13300z","Congalala Pelt G",3,"Bullfango Pelt+",2,"Stout Bone",2,"Carbalite Ore",4,80,-3,2,0,2,-1,"Male/Female","Blade",9,"7","10","OO-","Antiseptic",3,"Hunger",-2,"Attack",4,,,,
"Conga Leggings X","13300z","Congalala Pelt G",3,"Bullfango Pelt+",2,"Stout Bone",2,"Carbalite Ore",4,40,-1,4,1,4,0,"Male/Female","Gunner",9,"7","10","OO-","Antiseptic",3,"Hunger",-2,"Attack",4,,,,
"Gypceros Greaves X","13300z","Rubbery Hide G",4,"Monster Broth+",2,"Pure Crystal",1,"Remobra Skin G",1,80,-4,4,0,1,1,"Male/Female","Blade",9,"7","10","OO-","Poison",1,"Recovery",-3,"Carving",5,,,,
"Gypceros Leggings X","13300z","Rubbery Hide G",4,"Monster Broth+",2,"Pure Crystal",1,"Remobra Skin G",1,40,-1,6,0,4,3,"Male/Female","Gunner",9,"7","10","OO-","Recovery",-3,"Carving",3,"PoisnCtAdd",3,,,,
"Khezu Greaves X","13800z","Khezu Hide-Gloss",2,"ChoiceKhezuSteak",1,"Thunder Sac",2,"Lifepowder",3,82,-3,4,0,3,1,"Male/Female","Blade",9,"7","10","OO-","Paralysis",3,"Faint",-2,"Rec Speed",4,,,,
"Khezu Leggings X","13800z","Khezu Hide-Gloss",2,"ChoiceKhezuSteak",1,"Thunder Sac",2,"Lifepowder",3,40,-1,6,0,5,2,"Male/Female","Gunner",9,"7","10","OO-","Paralysis",3,"Faint",-2,"Recovery",4,,,,
